annee,departement,sexe,cause,indicateur,valeur
2018,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.8
2019,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,967.3
2020,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,997.6
2021,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,996.9
2022,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1078.7
2023,82,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,984.6
2010,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1052.7
2011,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1022.5
2012,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1041.0
2013,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,997.9
2014,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,960.5
2015,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,994.0
2016,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,982.5
2017,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,980.6
2018,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,950.1
2019,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,938.5
2020,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,950.3
2021,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1024.9
2022,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1001.5
2023,83,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,922.7
2010,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1145.1
2011,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1033.8
2012,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1073.0
2013,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1056.0
2014,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,984.0
2015,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1089.0
2016,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1035.2
2017,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1009.9
2018,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,982.6
2019,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,987.7
2020,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1039.3
2021,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1035.8
2022,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1013.8
2023,84,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,929.8
2010,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1075.6
2011,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1000.1
2012,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1050.8
2013,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1023.0
2014,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,977.1
2015,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1023.0
2016,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1018.0
2017,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1029.0
2018,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,998.3
2019,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,981.7
2020,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,967.3
2021,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,993.1
2022,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1061.7
2023,85,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,975.7
2010,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1069.8
2011,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1042.0
2012,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1063.1
2013,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1005.9
2014,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,922.8
2015,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.2
2016,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,946.3
2017,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,915.3
2018,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,952.5
2019,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,946.3
2020,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,962.7
2021,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,990.8
2022,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1045.8
2023,86,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,965.4
2010,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1034.0
2011,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1032.2
2012,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1045.9
2013,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1015.3
2014,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,978.7
2015,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1050.8
2016,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,970.7
2017,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,948.1
2018,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,954.2
2019,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,970.4
2020,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,973.3
2021,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.6
2022,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1018.9
2023,87,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,969.0
2010,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1201.7
2011,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1166.6
2012,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1182.5
2013,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1163.0
2014,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1140.7
2015,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1158.8
2016,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1140.0
2017,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1105.8
2018,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1096.6
2019,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1070.3
2020,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1240.9
2021,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1160.3
2022,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1169.1
2023,88,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1075.2
2010,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1226.1
2011,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1189.1
2012,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1187.6
2013,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1105.2
2014,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1100.3
2015,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1169.2
2016,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1143.7
2017,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1119.1
2018,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1110.8
2019,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1126.8
2020,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1185.4
2021,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1173.5
2022,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1251.9
2023,89,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1126.1
2010,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1103.9
2011,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1120.7
2012,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1204.5
2013,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1065.5
2014,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1087.6
2015,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1156.1
2016,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1066.4
2017,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1010.8
2018,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1028.9
2019,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1041.1
2020,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1196.0
2021,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1071.2
2022,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1115.8
2023,90,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1038.0
2010,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,990.4
2011,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,967.7
2012,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,972.3
2013,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,940.5
2014,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,903.6
2015,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,925.6
2016,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,916.3
2017,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,893.1
2018,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,873.7
2019,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,861.4
2020,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1000.6
2021,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,912.9
2022,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,920.9
2023,91,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,841.5
2010,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,890.6
2011,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,889.9
2012,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,904.2
2013,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,888.3
2014,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,850.6
2015,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,874.9
2016,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,843.9
2017,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,839.8
2018,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,810.2
2019,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,804.9
2020,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,944.7
2021,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,837.6
2022,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,822.5
2023,92,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,766.3
2010,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1043.7
2011,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1007.4
2012,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1028.0
2013,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1010.5
2014,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,953.2
2015,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1007.1
2016,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,965.3
2017,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,966.5
2018,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,966.1
2019,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,955.7
2020,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1148.1
2021,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1025.2
2022,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,955.9
2023,93,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,864.8
2010,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,931.0
2011,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,942.7
2012,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,945.8
2013,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,891.2
2014,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,849.3
2015,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,894.5
2016,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,863.7
2017,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,860.6
2018,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,875.2
2019,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,834.3
2020,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,983.0
2021,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,869.5
2022,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,823.2
2023,94,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,758.0
2010,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1075.4
2011,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1017.8
2012,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1069.5
2013,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1022.9
2014,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,954.6
2015,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,963.4
2016,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,972.4
2017,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,981.6
2018,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,948.7
2019,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,941.3
2020,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1125.9
2021,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,973.8
2022,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,959.0
2023,95,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,896.4
2010,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1102.3
2011,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,995.0
2012,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,987.9
2013,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,992.2
2014,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1093.9
2015,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,929.0
2016,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1004.6
2017,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,931.8
2018,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,959.0
2019,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1000.4
2020,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1050.6
2021,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1269.6
2022,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1111.3
2023,971,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1041.6
2010,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,990.5
2011,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,914.3
2012,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,920.4
2013,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,919.2
2014,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1040.7
2015,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,919.0
2016,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,945.6
2017,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,925.7
2018,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,931.7
2019,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,988.9
2020,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,979.4
2021,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1240.8
2022,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1131.1
2023,972,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1006.7
2010,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1128.1
2011,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,984.4
2012,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1144.4
2013,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1025.4
2014,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1035.4
2015,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1064.3
2016,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,994.3
2017,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1103.0
2018,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1038.2
2019,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1072.3
2020,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1020.9
2021,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1401.7
2022,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1165.6
2023,973,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1053.1
2010,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1258.0
2011,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1141.7
2012,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1156.1
2013,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1124.1
2014,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1100.6
2015,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1089.3
2016,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1109.8
2017,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1051.1
2018,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1105.8
2019,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1038.7
2020,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1021.0
2021,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1102.6
2022,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1175.2
2023,974,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,988.0
2014,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1428.3
2015,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1384.5
2016,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1485.3
2017,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1536.0
2018,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1446.7
2019,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1513.3
2020,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1981.7
2021,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,2304.4
2022,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1724.5
2023,976,Tous sexes,Toutes causes,Taux standardisé de mortalité par âge et sexe pour 100 000 habitants,1574.9
